ચોર્યો	The thief
નહિંતર	otherwise
વિશિષ્ટ	Specific
અર્જુન	Arjuna
રિફોર્મ	Reform
અન્યએ	others
પાર્ટી	Party
સોહેલ	Sohail
કલેકશન	Collection
સિંઘ	Singh
જાણવી	To know
ખાનનાં	Khan's
આદમીની	of the man
વેંચે	Sells
આકાશના	of the sky
એ્ક્સાઇઝના	Excise's
ત્રીજું	third
અમરેલીઃ	Amreli:
સ્માટફોન	Smatfon
હાઈકોર્ટે	High Court
આપશો	Give it
એપ્રિલ	April
ચોરે	The thief
સ્પિલટ્સવિલાની	Spiltsvillaney
નિકથી	From Nick
કંપનીનાં	Of the company
મહાબલેશ્વર	Mahabaleshwar
શૂન્ય	cipher
રંગો	Colors
બેચલરેટ	Bachelorette
સુરતના	Surat
સંગીતા	Sangeeta
આધારકાર્ડ	Aadhaar card
ગુડ	Good
સપ્ટેમ્બરથી	From September
કરોડો	Crores of
નીતિન	Nitin
હસિનાઓને	Hasinas
લાઈફ	Life
ટેનિસ	Tennis
અત્યાર	Now
ફરિયાદ	Complaint
ઓક્ટોબર	October
નીચલા	Lower
પહોળી	wide
લોન્ચિંગમાં	At launch
બર્થડેનાં	Birthday
સપ્તાહમાં	During the week
ઓપનિંગ	Opening
આઇ	I
થાઈલેંડ	Thailand
ઝી	Zee
ખોવાઇ	Lost
કપૂર	camphor
સાથેનું	With
ધારાસભ્ય	MLA
પાઠવી	Sent
ટ્રીકથી	From the trick
કૌશલની	Kaushal's
અપાવવાં	Giving
અસગરનો	Asghar's
પદ્માવતના	Of Padmavat
દર્શાવે	Displays
અસલી	Real
મિડનાઇટ	Midnight
ગ્રહણ	Eclipse
ઘટ્યું	decreased
સેલરી	Celery
શુદ્ધ	pure
થઈ	happened
જતા	Leaving
ડિમ્પલ	Dimple
દેશને	country
કોન્ફરન્સ	Conference
ઇન્સ્ટાગ્રામ	Instagram
યોજનાનું	of the scheme
દાસની	Dasni
આયોગની	Of the Commission
એટલાસ’આપનાર	Atlas' giver
માંગ્યા	Asked for
ગ્રૃપની	of the group
સ્માર્ટફોનની	of the smartphone
ખોલાવી	Opened
ટોક્સની	Tox's
એસ	S
વહૂનો	Of the wives
રણવિરનું	Ranveer's
રેસ્ટ	Rest
પ્રેક્ટિસનો	of practice
વિજળી	Electricity
દુઃખ	suffering
એને	To him
ફ્લાઇટમાં	In the flight
પહેર્યા	Wore
થવાને	to be
સ્ક્રિનની	of the screen
ઘટશે	will decrease
સેન	Sen
એકસરખી	The same
વેઈટિગ	Waiting
રૂવાળા	Ruwala
શર્મા	Sharma
જવાની	To go
આવીશ	Will come
લગાવવાની	To install
જગત	The World
વસૂલી	Recovery
દાના	Dana
કરોડની	crores
ઇન્શ્યોરન્સ	Insurance
કમાવવાની	Earning
ઇશાંતની	Ishant's
આવીરીતે	In this way
ઇકોનોમિનું	Of the Economy
દીધુ	Gave
હસિનાઓનો	Hasina's
રણધીરે	Randhir
ચેયરમેન	Chairman
વેચવાનો	To sell
ખાલી	Empty
વરસાદ	rain
ચેનલનો	Channel's
લહેંગો	Lehengas
શૂટિંગમાં	In the shooting
રિએક્શનથી	from the reaction
શાહિદ	Shahid
રસ્તા	Roads
સમન્સ	Summons
ઇન્ડસ્ટ્રીઝ	Industries
ગુપ્તાની	Gupta's
અભિનેત્રીએ	actress
સીટીને	To CT
કહે	Say
મેઘના	Meghna
વિચાર	thought
કરોડનો	crores
ઐશ્વર્યાનું	Of Aishwarya
80ને	80
ચેરમેને	Chairman
સ્કીમથી	from the scheme
અલન	Alan
જીગર	Jigar
સાયરસ	Cyrus
ફાટી	Burst
ભાભી	Sister-in-law
રેલવેએ	Railways
તેનુ	Of her
માસિક	monthly
સેન્સેક્સમાં	In the Sensex
આલિયાને	To Alia
ભાષણ	Speech
ચાર્જર	Charger
બેંકોમાંથી	from banks
બચાવીને	By saving
પ્રવેશવા	To log in
પોલીસકર્મીઓનું	of the policemen
અગામી	Agami
જાગી	Waking up
પાકુ	Paku
સનીની	Sunny's
એક્સચેંજ	Exchange
દિવસનો	of the day
બંધુઓ	Brothers
ઇન્દર	Inder
મોબાઈલની	Mobile's
બંધનું	Of closure
કસ્ટમ	Custom
ઓછામાં	At least
બેંકઃલઘુ	Bank: Laghu
બદનામીના	Of infamy
ક્લાક	Clock
ભજન	hymn
ગેમનાં	Of the game
લૂક	Look
શા	Why
ઇરાની	Irani
ખાદીની	of khadi
કૃષિ	Agriculture
ટ્વિસ્ટ	Twist
લિટર	Liter
બિચક	Bitchack
સંજુબાબા	Sanjubaba
ડિવોર્સ	Divorce
અપેક્ષાઓ	Expectations
મેમો	Memo
યુવાનોને	to the youth
વેચો	Sell
ડાંસિંગ	Dancing
માસ્ટરબેશનના	of masterbation
જાણવું	To know
મિલિયન	million
કાળા	Black
ફરવાનો	Walking around
બિન્ની	Binny
સમર્થન	Support
બેલ્ઝિયમથી	From Belgium
ફાધર્સ	Fathers
સંજય	Sanjay
ઉંઘ	Sleep
ડેલીગેશન	Delegation
લેવિશ	Levish
કેટરિનાની	Katrina's
ઇડર	Idar
કૉફી	coffee
ગુજરાતીની	Of Gujarati
ઇયરફોન	Earphones
આવી	Such as
મૂળ	origin
પાડોશીએ	Neighbor
યોજ્યું	Held
ટૂંકો	Short
શીખ	Learn
આવે	Come on
કડડભૂસ	Kadadbhus
સોનલ	Sonal
અડધો	Half
અવરામનું	Avram's
પુરી	Puri
વાવીને	by sowing
સબ્સટેન્સ	Substansion
ફેસબુકની	Facebook's
પેઇન	Paine
સુસ્મિતાની	Sushmita's
અભિષેક	Abhishek
કૌશલનાં	Kaushal's
વેબ	Web
એશિયા	Asia
અંબાણીના	Ambani's
ઇન્ડસ્ટ્રીની	of the industry
ચિટ્ઠી	Chitthi
એલાન	Alan
પોલીસ	The police
થાળી	plate
રહી	stayed
સુપીરિયર	Superior
ડ્રિંક	Drink
બોલવાથી	By speaking
બટરફ્લાય	Butterfly
સિલિન્ડર	Cylinder
ગુરૂમંત્ર	Gurumantra
બાકીના	The rest
ભાટકરનું	Bhatkar's
અવમાનનાના	of contempt
કન્ટેઇન્ટ	Content
શાહની	Shahni
ઉઘરાણાથી	from Ughrana
રડાવ્યાઃપોષણક્ષમ	Crying: nourishable
પરેશાન	Upset
નોટિસ	Notice
એકદમ	Absolutely
સટીક	Accurate
બેલી	Bailey
બાહુબલી’ની	'Baahubali'
રાત	Night
લેવાની	To take
જોઈને	Looking at
મોંઢું	mouthful
અંબાણીનો	Ambani's
મોહી	Mohi
સાલેમની	Salem's
પત્નીની	wife's
જ્હોન	John
કરિના	Kareena
નકલ	Copy
માસમાં	in months
પ્લાનને	to the plan
કહેનારી	Teller
ગોપી	Gopi
હિમેશ	Himesh
ટિકિટને	To ticket
મોડ	Mode
સેનને	Senne
ફરીયાદ	Complaint
ધોવાયો	Washed
13માર્ચથી	From March 13
થયો	Happened
રેર	Rare
તૂ્ટ્યા	Tutya
ભણાવી	Teaching
લત	Addiction
શક્યો	could
રાજ્યનો	of the state
પોલિસીની	of the policy
તોડવા	To break
દીકરી	Daughter
દેખાડ્યું	Shown
ખબર	I know
જીસ્વાનની	Jiswan's
ભૂમિની	of the land
કોહલીનો	Kohli's
છૂપાઈને	in hiding
ફતેહ	Fateh
ઉપડ્યા	flew
ઔષધી	medicine
ડિલેવરી	Delivery
બેગનો	of the bag
પ્રોપર્ટીના	of the property
મોઘું	Expensive
દિગ્ગજ	Veteran
કથક	Kathak
વધારશે	Will increase
ઝંઝટથી	From the hassle
જેનિફરે	Jennifer
આવું	Such is the case
રંગભેદનો	Racism
ટ્રેક	Track
મોંઘવારીનો	of inflation
સાબુનો	of soap
સીલ	Seal
બદલાવનારના	of the changer
બેસ્ટ	Best
છોકરીઓ	Girls
સુષમાએ	Sushma
મજબૂરીમાં	forced to
ગડકરીએ	Gadkari
ખર્ચો	Expenses
ઈન્ટરનેટની	of the Internet
કાદર	Kader
પંથે	Panthe
અમદાવાદનો	Of Ahmedabad
પંજાબ	Punjab
પોલિસીમાં	in policy
ફોનમાંથી	From the phone
કોર્ટ	Court
ફેલ	Failed
ભાઈજાન	Bhaijaan
સ્પોર્ટ્સ	Sports
ચલાવો	Run
કિંમત	price
મહિલાઓની	women's
એટીએમમાં	In THE ATM
આમના	Aamna
અભિનેત્રીઓને	To actresses
પ્રવાસની	Of the trip
મારધાડ	Mardhad
મેમ્બરશીપ	Membership
દિવસે	By day
શાખાઓમાં	In branches
કેમ	how
આરાધ્યા	Aaradhya
દર્શકો	Viewers
ફરશે	Will rotate
લાખથી	Lakh
સુરત	Surat
તારીખ	date
વેચવાનું	To sell
પહેર્યો	Wore
આયુષ્માન	Ayushman
પરીણિતીના	Of the marriage
બંધાશે	will be tied
કારણથી	Because
એન્ડ્રોયડ	Android
કિરણ	Rays
જોબ્સની	Jobs
બાદ	Afterwards
મોદીની	Modi's
ભાવ	rate
વધારતા	Increasing
શિયોમીના	Xiaomina
વર્લી	Worli
ફૂટબોલ	Football
એક્ટ્રેસનાં	Of the actress
સંદેશ	Message
રીમિક્સ	Remix
પરમિશન	Permission
પપ્પાએ	Dad
છુટકારો	Get rid of
ખતરાને	the danger
ઓસ્ટ્રેલિયા	Australia
ભરપેટ	Filled up
અંડરવર્લ્ડ	Underworld
હડતાલ	Strike
એક્ટરનો	of the actor
રિયાએ	Riya
અંદર	Inside
ડાયમંડ	Diamond Diamond
દિકરીના	daughter's
શેરબજારના	Of the stock market
મત	Vote
સમિતિ	committee
લઇશ’	I'll take it."
ભૈયાની	Bhaiyyani
વારો	Turn
મદ્રાસ	Madras
ઓફિસથી	From the office
ફોનને	to the phone
વિદેશમાં	Abroad
મરી	Mary
કોલેજ	College
પોઇન્ટ	Points
સિંહ	lion
રણવીરે	Ranveer
કારખાનાઓ	Factories
આવુ	Such
ઉદ્યોગોને	To industries
અંડરવિયર	Underwear
પદ્મિની	Padmini
લીગલ	Legal
ચલણમાં	in currency
ખરીદીની	Purchase
ક્લીક	Cliq
રેટ્સ	Rates
તસ્વીરો	Photos
પગલાં	Steps
દિન	Day
દિકરી	daughter
તનુશ્રીનાં	Tanushree's
નાગરિકોને	citizens
ફેક્ટરીઓને	to factories
બેડરૂમ	Bedroom
કિડ્સ	Kids
ભાઈની	brother's
ઉત્સાહ	Enthusiasm
ગણી	Counting
નુકસાનકારક	harmful
સમારંભમાં	At the ceremony
ઇરફાનની	Irfan's
ખેરે	Kheere
રોકોર્ડિંગ	Rocording
વચન	Promise
કેમેરામાં	In camera
ઈન્ટરનેટ	Internet
અનુરાગના	Anurag's
વ્યક્તિ	individual
રૂમમાં	in the room
7માં	7th
હસીનાઓની	Of the hasinas
ઝીંકી	Zinky
સુશાંતનાં	Sushant's
ઠાકરેની	Thackeray's
પ્રોપ્રટી	Proprie
ફાર્માના	Pharma's
મચાવશે	Will create
અંડરવોટર	Underwater
જોડાયેલ	Connected
ગૌરી	Gauri
બેંકિંગથી	From banking
ફેન્સ	Fans
ભથ્થામાં	in allowance
લાગતી	Seems like
ઓછું	deficient
અપનાવ્યો	Adopted
તંગીને	to the crisis
કામથી	from work
ગીતથી	From song
ગાંધીજીની	Of Gandhiji
એડિટરને	To the Editor
વિદ્યાર્થીઓને	To the students
પાર્થની	Parthni
ફિચર	Feature
દિલબર	Dilbar
ઉડાન	Flying
વિંગ	Wing
બોલિવૂડના	Bollywood
વાર્ષિક	Annually
મેનુ	Menu
સેનનું	Sen's
પુરા	Full
અટલજીનાં	Atalji's
21000માં	In 21000
બહેનની	sister's
કોમેડિયન	Comedian
બનાવ્યું	Created
સ્પોર્ટસે	Sports
શુદ્ધતાની	of purity
15મી	15th
ટ્રાફિકના	of traffic
